pc,explained_variance_ratio,feature,loading,abs_loading
PC6,0.03699625903969212,speed_1s_stage4_col1_std_over_mean,-0.020719626960566066,0.020719626960566066
PC6,0.03699625903969212,speed_1s_stage4_col2_mean,-0.019523950912333055,0.019523950912333055
PC6,0.03699625903969212,speed_1s_stage4_col2_std_over_mean,0.03188680374786028,0.03188680374786028
PC6,0.03699625903969212,speed_1s_stage5_rows,0.3178918777673919,0.3178918777673919
PC6,0.03699625903969212,speed_1s_stage5_col1_mean,-0.1624175205067006,0.1624175205067006
PC6,0.03699625903969212,speed_1s_stage5_col1_std_over_mean,-0.20617537036211958,0.20617537036211958
PC6,0.03699625903969212,speed_1s_stage5_col2_mean,-0.026017178726851675,0.026017178726851675
PC6,0.03699625903969212,speed_1s_stage5_col2_std_over_mean,0.026180209721461,0.026180209721461
PC6,0.03699625903969212,speed_10s_avg_rows,0.26363177764373286,0.26363177764373286
PC6,0.03699625903969212,speed_10s_avg_stage2_rows,-0.154501961815819,0.154501961815819
PC6,0.03699625903969212,speed_10s_avg_stage2_col1_mean,-0.0873500496218505,0.0873500496218505
PC6,0.03699625903969212,speed_10s_avg_stage2_col1_std_over_mean,-0.0816355725792652,0.0816355725792652
PC6,0.03699625903969212,speed_10s_avg_stage2_col2_mean,-0.0211689841590921,0.0211689841590921
PC6,0.03699625903969212,speed_10s_avg_stage2_col2_std_over_mean,-0.012476962535463723,0.012476962535463723
PC6,0.03699625903969212,speed_10s_avg_stage3_rows,0.11399351726926925,0.11399351726926925
PC6,0.03699625903969212,speed_10s_avg_stage3_col1_mean,-0.20334016531662039,0.20334016531662039
PC6,0.03699625903969212,speed_10s_avg_stage3_col1_std_over_mean,0.051605125385202545,0.051605125385202545
PC6,0.03699625903969212,speed_10s_avg_stage3_col2_mean,0.0160834839276105,0.0160834839276105
PC6,0.03699625903969212,speed_10s_avg_stage3_col2_std_over_mean,-0.06317702374226762,0.06317702374226762
PC6,0.03699625903969212,speed_10s_avg_stage4_rows,0.011164900775236969,0.011164900775236969
PC6,0.03699625903969212,speed_10s_avg_stage4_col1_mean,-0.09137158621470388,0.09137158621470388
PC6,0.03699625903969212,speed_10s_avg_stage4_col1_std_over_mean,-0.10490299176945363,0.10490299176945363
PC6,0.03699625903969212,speed_10s_avg_stage4_col2_mean,-0.019529542010498887,0.019529542010498887
PC6,0.03699625903969212,speed_10s_avg_stage4_col2_std_over_mean,0.0248097174314485,0.0248097174314485
PC6,0.03699625903969212,speed_10s_avg_stage5_rows,0.3178918777673919,0.3178918777673919
PC6,0.03699625903969212,speed_10s_avg_stage5_col1_mean,-0.16233427733232922,0.16233427733232922
PC6,0.03699625903969212,speed_10s_avg_stage5_col1_std_over_mean,-0.25467197658984664,0.25467197658984664
PC6,0.03699625903969212,speed_10s_avg_stage5_col2_mean,-0.025989363543480873,0.025989363543480873
PC6,0.03699625903969212,speed_10s_avg_stage5_col2_std_over_mean,-0.08573009003856202,0.08573009003856202
PC7,0.03337471278616668,stage_2_frames,-0.016156553331249095,0.016156553331249095
PC7,0.03337471278616668,stage_3_frames,0.10232552662261715,0.10232552662261715
PC7,0.03337471278616668,stage_4_frames,0.3362695167338817,0.3362695167338817
PC7,0.03337471278616668,stage_5_frames,-0.265985243074127,0.265985243074127
PC7,0.03337471278616668,roam_mean,0.07119397216061862,0.07119397216061862
PC7,0.03337471278616668,roam_std_over_mean,-0.00277326743022872,0.00277326743022872
PC7,0.03337471278616668,roam_early_mean,0.02967076374502356,0.02967076374502356
PC7,0.03337471278616668,roam_mid_mean,0.18829407163158227,0.18829407163158227
PC7,0.03337471278616668,roam_late_mean,-0.022593752961850046,0.022593752961850046
PC7,0.03337471278616668,roam_slope,-0.029389492343418436,0.029389492343418436
